Localitate,Carne,Peste,LegumeFructe,Uleiuri,Lactate,Morarit,Panificatie
Tartasesti,0.0,0.0,0.0,0.0,0.0,0.0,13.0
Municipiul Campulung Moldovenesc,27.0,0.0,2.0,0.0,226.0,0.0,52.0
Vulpeni,0.0,0.0,0.0,0.0,0.0,7.0,0.0
Brusturi,0.0,0.0,0.0,0.0,0.0,54.0,0.0
Oras Chitila,225.0,0.0,0.0,0.0,0.0,131.0,91.0
Ojdula,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Tunari,370.0,0.0,0.0,146.0,0.0,25.0,2.0
Calarasi,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Municipiul Falticeni,68.0,0.0,0.0,0.0,0.0,0.0,174.0
Dobroesti,0.0,0.0,77.0,0.0,0.0,0.0,14.0
Orasu Nou,0.0,0.0,0.0,0.0,0.0,0.0,29.0
Ozun,0.0,0.0,0.0,0.0,0.0,0.0,73.0
Ulmeni,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Calatele,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Glina,23.0,0.0,15.0,0.0,0.0,0.0,0.0
Oras Gura Humorului,111.0,0.0,0.0,0.0,28.0,0.0,51.0
Nicolae Balcescu,54.0,0.0,0.0,0.0,0.0,4.0,0.0
Sancel,0.0,0.0,0.0,0.0,1.0,0.0,3.0
Jilava,6.0,0.0,0.0,0.0,0.0,0.0,7.0
Codaesti,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Paulesti,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Oras Patarlagele,0.0,0.0,0.0,0.0,0.0,0.0,63.0
Municipiul Radauti,187.0,0.0,0.0,0.0,0.0,0.0,95.0
Candesti,0.0,0.0,0.0,0.0,0.0,0.0,47.0
Tiganesti,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Oras Magurele,0.0,0.0,1.0,0.0,0.0,0.0,41.0
Santimbru,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Oras Siret,0.0,0.0,0.0,0.0,7.0,0.0,0.0
Leu,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Vadu Crisului,0.0,0.0,0.0,0.0,0.0,4.0,39.0
Oituz,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Capusu Mare,0.0,0.0,9.0,0.0,0.0,0.0,0.0
Reci,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Mogosoaia,15.0,0.0,0.0,0.0,0.0,0.0,0.0
Municipiul Brasov,272.0,0.0,3.0,1.0,191.0,1.0,846.0
Vladaia,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Gradinile,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Costisa,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Oras Ghimbav,0.0,0.0,0.0,0.0,0.0,0.0,90.0
Oras Valea Lui Mihai,0.0,0.0,0.0,0.0,0.0,0.0,93.0
Oras Otopeni,106.0,0.0,0.0,0.0,0.0,0.0,106.0
Pestisani,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Municipiul Codlea,202.0,0.0,0.0,0.0,0.0,0.0,34.0
Oras Pantelimon,5.0,0.0,43.0,0.0,0.0,932.0,110.0
Sanzieni,0.0,0.0,0.0,0.0,0.0,0.0,70.0
Municipiul Vatra Dornei,0.0,0.0,0.0,0.0,126.0,0.0,76.0
Sarbii - Magura,0.0,0.0,0.0,0.0,0.0,11.0,0.0
Mihaesti,23.0,0.0,0.0,0.0,0.0,0.0,0.0
Costesti,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Maglavit,0.0,0.0,0.0,0.0,0.0,12.0,25.0
Lespezi,0.0,0.0,0.0,0.0,0.0,0.0,48.0
Piscolt,0.0,0.0,0.0,0.0,0.0,7.0,0.0
Oras Popesti Leordeni,10.0,0.0,0.0,0.0,3.0,3.0,750.0
Municipiul Fagaras,44.0,0.0,3.0,0.0,0.0,0.0,111.0
Oras Voluntari,0.0,0.0,3.0,0.0,12.0,29.0,98.0
Pietroasele,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Malu Mare,0.0,0.0,0.0,0.0,0.0,0.0,88.0
Adancata,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Oras Predeal,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Plopsoru,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Pomi,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Damuc,0.0,0.0,0.0,0.0,0.0,0.0,26.0
Letcani,0.0,0.0,0.0,0.0,21.0,0.0,2.0
Melinesti,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Tamaseu,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Paleu,0.0,0.0,0.0,0.0,0.0,0.0,16.0
Grosii Tiblesului,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Sanislau,0.0,0.0,0.0,0.0,0.0,25.0,24.0
Palanca,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Parscov,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Valcele,5.0,0.0,0.0,0.0,0.0,1.0,0.0
Arbore,0.0,0.0,0.0,0.0,0.0,0.0,19.0
Oras Rasnov,0.0,0.0,0.0,0.0,0.0,0.0,17.0
Danesti,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Gepiu,0.0,0.0,0.0,0.0,0.0,48.0,46.0
Oras Rupea,0.0,0.0,0.0,0.0,39.0,48.0,0.0
Corbi,0.0,0.0,0.0,0.0,0.0,0.0,31.0
Baia,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Camin,0.0,0.0,0.0,0.0,0.0,0.0,43.0
Municipiul Ploiesti,73.0,0.0,6.0,13.0,26.0,79.0,518.0
Dracea,0.0,0.0,0.0,0.0,0.0,35.0,0.0
Doljesti,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Oras Milisauti,2.0,0.0,0.0,0.0,12.0,5.0,0.0
Vanatorii Mici,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Municipiul Sacele,247.0,0.0,1.0,0.0,0.0,0.0,45.0
Barcanesti,4.0,0.0,0.0,0.0,0.0,0.0,9.0
Prigoria,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Oras Victoria,0.0,0.0,0.0,0.0,0.0,0.0,48.0
Muereasca,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Zabala,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Parincea,0.0,0.0,0.0,0.0,0.0,0.0,95.0
Podgoria,0.0,0.0,0.0,0.0,0.0,0.0,29.0
Oras Zarnesti,1.0,0.0,0.0,0.0,9.0,22.0,105.0
Apata,39.0,0.0,0.0,0.0,0.0,0.0,3.0
Mironeasa,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Arcus,0.0,0.0,0.0,0.0,1.0,47.0,0.0
Dulcesti,0.0,0.0,0.0,0.0,0.0,7.0,0.0
Bilca,7.0,0.0,0.0,0.0,0.0,0.0,3.0
Oras Pogoanele,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Municipiul Timisoara,1820.0,0.0,8.0,28.0,62.0,11.0,993.0
Cotmeana,0.0,0.0,0.0,0.0,0.0,8.0,0.0
Blejoi,0.0,0.0,0.0,0.0,0.0,0.0,96.0
Pancesti,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Miroslava,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Dumbravita,102.0,0.0,1.0,0.0,0.0,0.0,99.0
Sibot,0.0,0.0,0.0,0.0,0.0,2.0,10.0
Boroaia,0.0,0.0,0.0,0.0,39.0,0.0,0.0
Posta Calnau,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Coltau,0.0,0.0,0.0,0.0,0.0,0.0,22.0
Municipiul Bistrita,444.0,0.0,0.0,0.0,332.0,0.0,431.0
Municipiul Targu Mures,790.0,0.0,3.0,0.0,293.0,8.0,522.0
Brazi,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Murgasi,0.0,0.0,0.0,0.0,0.0,2.0,3.0
Ghiroda,0.0,0.0,0.0,0.0,0.0,0.0,56.0
Bod,0.0,0.0,0.0,0.0,0.0,0.0,19.0
Ciumesti,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Giroc,212.0,1.0,2.0,0.0,0.0,0.0,0.0
Raciu,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Cristesti,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Sona,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Bran,0.0,0.0,1.0,0.0,0.0,0.0,4.0
Bosanci,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Pietrari,0.0,0.0,0.0,0.0,75.0,0.0,0.0
Harau,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Puiesti,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Sancraiu De Mures,0.0,0.0,0.0,0.0,0.0,0.0,44.0
Municipiul Lugoj,2.0,0.0,0.0,36.0,0.0,32.0,170.0
Persinari,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Bucov,175.0,0.0,0.0,0.0,0.0,0.0,2.0
Oras Beclean,0.0,0.0,0.0,0.0,2.0,24.0,64.0
Sangeorgiu De Mures,0.0,0.0,0.0,0.0,0.0,0.0,24.0
Galbinasi,0.0,0.0,0.0,6.0,0.0,0.0,0.0
Chiuiesti,0.0,0.0,0.0,0.0,0.0,0.0,28.0
Bunesti,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Miroslovesti,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Tarna Mare,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Spring,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Santana De Mures,16.0,0.0,0.0,0.0,69.0,0.0,16.0
Orodel,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Paulesti,0.0,0.0,0.0,0.0,64.0,13.0,307.0
Oras Nasaud,0.0,0.0,3.0,0.0,8.0,1.0,4.0
Dranceni,0.0,0.0,0.0,0.0,11.0,0.0,0.0
Municipiul Targoviste,38.0,0.0,2.0,0.0,122.0,4.0,519.0
Porumbesti,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Oras Deta,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Ramnicelu,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Targsoru Vechi,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Municipiul Baia Mare,658.0,0.0,0.0,6.0,52.0,52.0,761.0
Municipiul Sighisoara,61.0,0.0,0.0,0.0,334.0,0.0,46.0
Crivat,320.0,0.0,0.0,0.0,0.0,0.0,0.0
Oras Sangeorz-Bai,0.0,0.0,0.0,0.0,0.0,0.0,32.0
Ostroveni,0.0,0.0,0.0,0.0,0.0,32.0,0.0
Tiream,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Aninoasa,121.0,0.0,0.0,0.0,0.0,0.0,38.0
Oras Jimbolia,0.0,0.0,0.0,0.0,3.0,0.0,14.0
Orlesti,0.0,0.0,0.0,0.0,0.0,0.0,53.0
Racsa,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Grosi,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Doicesti,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Oras Sannicolau Mare,0.0,0.0,3.0,0.0,0.0,2.0,16.0
Branistea,0.0,0.0,15.0,0.0,0.0,0.0,0.0
Rusetu,0.0,0.0,0.0,0.0,0.0,0.0,19.0
Razvad,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Saulesti,0.0,0.0,0.0,0.0,0.0,0.0,22.0
Pielesti,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Oras Brosteni,2.0,0.0,0.0,0.0,0.0,0.0,19.0
Oras Teius,0.0,0.0,4.0,0.0,2.0,0.0,3.0
Oras Baicoi,2.0,0.0,0.0,0.0,0.0,0.0,494.0
Recea,111.0,0.0,0.0,0.0,30.0,0.0,38.0
Albesti,0.0,0.0,0.0,0.0,0.0,0.0,41.0
Sageata,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Cristian,0.0,0.0,0.0,0.0,0.0,6.0,0.0
Sotanga,925.0,0.0,0.0,0.0,0.0,0.0,0.0
Dambovicioara,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Podu Turcului,0.0,0.0,0.0,0.0,0.0,0.0,17.0
Turulung,0.0,0.0,0.0,0.0,0.0,0.0,13.0
Epureni,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Unirea,0.0,0.0,0.0,0.0,59.0,0.0,0.0
Dumbravita,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Catcau,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Plenita,0.0,0.0,0.0,0.0,0.0,0.0,19.0
Grinties,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Feldioara,160.0,0.0,0.0,0.0,0.0,0.0,18.0
Oras Boldesti-Scaeni,0.0,0.0,0.0,0.0,0.0,24.0,56.0
Oteleni,0.0,0.0,0.0,7.0,0.0,0.0,0.0
